,type,name,code,district,branch_name,date,ward,local_level,Name_Of_Palika_English,X,Y
7273,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095174,Panchthar, Jorpokhari Panchthar Branch ,2021-03-01,6,hilihan,hilihan,87.7527,27.26526
7274,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095175,Ramechhap, Sadidanda Ramechhap Branch ,2021-03-04,3,sunapati,sunapati,85.838826,27.49426
7275,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095176,Ilam, Mangalbare Ilam Branch ,2021-03-15,2,deumai,deumai,87.8345761,26.9396764
7276,Microfinance Institutions (Class D),Kisan Laghubitta Bittiya Sanstha Limited,14095177,Sindhupalchok, Jyamire Sindhupalchok Branch ,2021-04-12,5,balephi,balephi,85.795895,27.7602
7277,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096155,Ramechhap,Bhimsensthan,2021-10-18,9,ramechhap,ramechhap,86.082332,27.323034
7278,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096156,Saptari,Bhardah,2021-12-01,4,hanumannagar kankalini,hanumannagar kankalini,86.8597,26.5058
7279,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096157,Makwanpur,Manahari,2022-04-17,1,manahari,manahari,84.882665,27.466656
7280,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096158,Makwanpur,Bagmati,2022-04-17,7,bagmati,bagmati,85.49275,27.11901
7281,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096158,Makwanpur,Bagmati,2022-04-17,7,bagmati,bagmati,85.304384,27.49774
7282,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096158,Makwanpur,Bagmati,2022-04-17,7,bagmati,bagmati,85.412823,27.318777
7283,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096159,Makwanpur,Bakaiya,2022-04-17,9,bakaiya,bakaiya,85.203167,27.333169
7284,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096160,Chitawan,Ichachhakamna,2022-04-17,7,ichchha kamana,ichchha kamana,84.626098,27.869779
7285,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096161,Dhading,Siddhalek,2022-04-17,5,siddhalek,siddhalek,84.845419,27.84343
7286,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096162,Morang,Roadsesh,2022-06-05,10,biratnagar,biratnagar,87.2823671,26.4653491
7287,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096163,Chitawan,Shardanagar,2022-06-05,17,bharatpur,bharatpur,84.428535,27.689185
7288,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096164,Chitawan,Rapti,2022-06-05,6,rapti,rapti,84.646021,27.603984
7289,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096164,Chitawan,Rapti,2022-06-05,6,rapti,rapti,82.7152197,27.844741
7290,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096165,Makwanpur,Juneli,2022-06-05,6,bakaiya,bakaiya,85.203167,27.333169
7291,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096166,Kavrepalanchok,Banepa,2022-06-05,1,banepa,banepa,85.52038,27.62995
7292,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096167,Kavrepalanchok,Namobuddha,2022-06-05,10,namobuddha,namobuddha,85.635445,27.552013
7293,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101001,Kavrepalanchok,Head Office,2019-11-17,4,panauti,panauti,85.506922,27.590628
7294,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096168,Ramechhap,Ramechhap,2022-06-05,2,ramechhap,ramechhap,86.082332,27.323034
7295,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096169,Ramechhap,Manthali,2022-06-05,10,manthali,manthali,86.058534,27.382793
7296,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096170,Makwanpur,"Province  Office  Makwanpur, Hetauda",2023-01-15,5,hetauda,hetauda,85.038319,27.433546
7297,Microfinance Institutions (Class D),Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14096171,Bhojpur,Pyauli,2023-06-30,3,arun,arun,87.15652,27.210895
7298,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101002,Kavrepalanchok,Aviyan Laghubitta Bittiya Sanstha Ltd. -Branch office Panauti,2019-11-26,4,panauti,panauti,85.506922,27.590628
7299,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101003,Sunsari,Aviyan Laghubitta Bittiya Sanstha Ltd. Branch Office Jhumka,2019-11-25,3,ramdhuni,ramdhuni,87.2086,26.6731
7300,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101004,Sunsari,Aviyan Laghubitta Bittiya Sanstha Ltd. Branch Office Chirauli,2019-11-25,6,bhokraha narsingh,,,
7301,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101005,Sunsari,Aviyan Laghubitta Bittiya Sanstha Ltd.- Branch Office Chakraghati ,2019-11-25,6,barahachhetra,barahachhetra,87.13501,26.748305
7302,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101006,Sankhuwasabha,Aviyan Laghubitta Bittiya Sanstha Ltd.-Branch Office Pokhari Bazar ,2019-11-26,5,chainapur,chainapur,87.3185,27.293089
7303,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101007,Terhathum,Aviyan Laghubitta Bittiya Sanstha Ltd.-Branch Office Aunsi Bazzar ,2019-11-27,1,phedap,phedap,87.59474,27.14921
7304,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101008,Chitawan,Aviyan Laghubitta Bittiya Sanstha Ltd.- Branch Office Kholesimal,2019-12-02,6,kalika,kalika,84.532032,27.674617
7305,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101008,Chitawan,Aviyan Laghubitta Bittiya Sanstha Ltd.- Branch Office Kholesimal,2019-12-02,6,kalika,kalika,85.204046,27.996294
7306,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101009,Nawalparasi East,Aviyan Laghubitta Bittiya Sanstha Ltd.- Branch Office Gaindakot,2019-12-02,2,gaidakot,gaidakot,84.391276,27.705017
7307,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101010,Dang,Aviyan Laghubitta Bittiya Sanstha ltd.Branch Office Lamahi,2019-12-30,5,lamahi,lamahi,82.52623,27.86831
7308,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101011,Dang,Aviyan Laghubitta Bittiya Sanstha Ltd Branc Office Dangisharan,2019-12-30,5,dangisharan,dangisharan,82.205407,28.09647
7309,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101012,Morang,Aviyan Laghubitta Bittiya Sanstha Ltd. Branch Office Belbari,2020-01-20,3,belbari,belbari,87.42052,26.65786
7310,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101013,Udayapur,Aviyan Laghubitta Bittiya Sanstha Ltd. Branch Office Hadiya,2020-01-21,9,chaudandigadhi,chaudandigadhi,86.88223,26.81086
7311,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101014,Morang,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office Tankisinawari,2020-01-22,2,budhiganga,budhiganga,87.3025132,26.5668167
7312,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101014,Morang,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office Tankisinawari,2020-01-22,2,budhiganga,budhiganga,81.282196,29.334588
7313,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099001,Dang,Head Office,2020-01-14,5,tulsipur,tulsipur,82.298305,28.1311
7314,Payment Service Provider,Esewa Phonepay Pvt Ltd,17003001,Kathmandu,Corporate Office,2017-06-20,7,kathmandu,kathmandu,85.312068,27.698732
7315,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101015,Bardiya,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office Bhurigau,2020-01-30,1,thakurbaba,thakurbaba,81.3243813,28.4539873
7316,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101016,Banke,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office hawaldarpur,2020-01-30,14,kohalpur,kohalpur,81.689699,28.20033
7317,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101017,Saptari,Aviyan Laghubitta Bittiya Sanstha ltd Branch Office Rupani,2020-01-30,1,rupani,rupani,86.71197,26.62706
7318,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101018,Siraha,Aviyan Laghubitta Bittiya Sanstha ltd Branch Office Bhagwanpur,2020-02-03,1,bhagawanpur,bhagawanpur,86.4740767,26.594865
7319,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101019,Siraha,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office Sukhipur,2020-02-03,8,sukhipur,sukhipur,86.342914,26.7088609
7320,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101020,Siraha,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office Sitapur,2020-02-03,6,laxmipur patari,laxmipur patari,86.3964,26.67196
7321,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101021,Dhanusa,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office Tarapatti,2020-02-03,7,mithila bihari,mithila bihari,85.9906619,26.7840896
7322,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101022,Dhanusa,Aviyan Laghubitta Bittiya Sanstha Ltd. Branch Office Yadukuwa,2020-02-03,3,shahidnagar,shahidnagar,86.09675,26.72768
7323,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101023,Saptari,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office Hanumannagar,2020-02-04,9,hanumannagar kankalini,hanumannagar kankalini,86.8597,26.5058
7324,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101024,Dhanusa,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office Dhalkebar,2020-02-04,6,mithila,mithila,85.95378,26.92625
7325,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101025,Mahottari,Aviyan Laghubitta Bittiya Sanstha Ltd Branch Office pipara,2020-02-14,4,pipara,pipara,85.85097,26.68176
7326,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101026,Mahottari,Aviyan Laghubitta Bittiya Sanstha Ltd.Branch Office Gausala,2020-03-01,5,gaushala,gaushala,85.79741,26.91116
7327,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099002,Dang,Tulsipur,2020-01-14,5,tulsipur,tulsipur,82.298305,28.1311
7328,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099003,Dang,Shantinagar,2020-01-14,3,shantinagar,shantinagar,82.21949,28.15677
7329,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099004,Dang,Bijauri,2020-01-14,19,tulsipur,tulsipur,82.298305,28.1311
7330,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099005,Dang,Bhojpur,2020-01-14,15,tulsipur,tulsipur,82.298305,28.1311
7331,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099006,Dang,Narayanpur,2020-01-14,10,ghorahi,ghorahi,82.48189,28.03517
7332,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099007,Dang,Sisahaniya,2020-01-14,1,rapti,rapti,84.646021,27.603984
7333,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099007,Dang,Sisahaniya,2020-01-14,1,rapti,rapti,82.7152197,27.844741
7334,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099008,Dang,Lamahi,2020-01-14,5,lamahi,lamahi,82.52623,27.86831
7335,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099009,Dang,Ghorahi,2020-01-14,15,ghorahi,ghorahi,82.48189,28.03517
7336,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099010,Dang,Gadhawa,2020-01-14,6,gadhawa,gadhawa,82.54278,27.77722
7337,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099011,Dang,Hapure,2020-01-14,4,babai,babai,82.051103,28.15845
7338,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099012,Dang,Dangishran,2020-01-14,6,dangisharan,dangisharan,82.205407,28.09647
7339,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099013,Banke,Bairahawa Branch,2020-12-02,3,baijanath,baijanath,81.623956,28.20363
7340,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099014,Bardiya,Bagahi Branch,2020-12-02,4,gulariya,gulariya,81.34356,28.20346
7341,Payment Service Provider,Esewa Phonepay Pvt Ltd,17003002,Rupandehi,Butwal Branch,2016-08-17,8,butwal,butwal,83.464738,27.70825
7342,Payment Service Provider,Esewa Phonepay Pvt Ltd,17003003,Morang,Biratnagar Branch,2018-03-15,11,biratnagar,biratnagar,87.2823671,26.4653491
7343,Payment Service Provider,Esewa Phonepay Pvt Ltd,17003004,Kaski,Pokhara Branch,2018-11-12,8,pokhara,pokhara,83.986254,28.2181
7344,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101027,Rautahat,Aviyan Laghubitta Bittiya Sanstha Ltd.Branch Office Sukadevchok,2020-03-01,1,yamunamai,yamunamai,85.2911182,26.8144799
7345,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101028,Sindhuli,Aviyan Laghubitta Bittiya Sanstha Ltd.Branch Office Dudhouli,2020-03-01,10,dudhouli,dudhouli,86.286475,26.964348
7346,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101029,Morang,Aviyan Laghubittiya Sanstha Ltd.Branch Office BireniyaBazar,2020-03-06,1,rangeli,rangeli,87.487089,26.461816
7347,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101030,Saptari,Aviyan Laghubittiya Bittiya Sanstha Ltd.Branch Office bode barsain,2020-03-06,5,bode barsain,bode barsain,86.5827683,26.5720174
7348,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101031,Mahottari,Aviyan Laghubitta Bittiya Sanstha Ltd. Branch Office Ramgopalpur,2020-03-06,5,ram gopalpur,ram gopalpur,85.7945887,26.8185265
7349,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101032,Kailali,Aviyan Laghubitta Bittiya Sanstha Ltd .Branch Office Bhajani,2020-03-22,1,bhajani,bhajani,80.96799,28.492759
7350,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101033,Kailali,Aviyan Laghubitta Bittiya Sanstha Ltd.Branch Office Chaumala,2020-03-22,1,gauriganga,gauriganga,80.739287,28.773913
7351,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101034,Bardiya,Aviyan Laghubitta Bittiya Sanstha Ltd.Branch Office Bansgadi,2020-03-22,5,bansgadhi,bansgadhi,81.517583,28.24244
7352,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101035,Kanchanpur,Aviyan Laghubitta Bittiya Sanstha Ltd.Branch Office Jhalari,2020-03-22,10,shuklaphanta,shuklaphanta,80.347558,28.910387
7353,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101036,Kanchanpur,Aviyan Laghubitta Bittiya Sanstha Ltd.Branch Office Ibrd,2020-03-22,3,punarbas,punarbas,80.460464,28.645054
7354,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101037,Sunsari,Aviyan Laghubitta Bittiya Sanstha Ltd.branch office sonapur,2021-01-29,8,duhabi,duhabi,87.2784901,26.5684984
7355,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101038,Sunsari,Aviyan Laghubitta Bittiya Sanstha Ltd.Branch Office barju,2021-01-29,4,barju,barju,87.1894,26.45701
7356,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099015,Bardiya,Dhodhari Branch,2020-12-02,4,madhuwan,madhuwan,81.270881,28.2973775
7357,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099016,Bardiya,Tribenibazar Branch,2020-12-02,5,rajapur,rajapur,81.0919034,28.4300606
7358,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099017,Bardiya,Bhimapur Branch,2020-12-02,7,rajapur,rajapur,81.0919034,28.4300606
7359,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099018,Bardiya,Baidi Branch,2020-12-02,10,barbardiya,barbardiya,81.38653,28.31685
7360,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099019,Banke,Kohalpur Branch,2020-12-16,6,kohalpur,kohalpur,81.689699,28.20033
7361,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099020,Banke,Phattepur Branch,2020-12-16,7,rapti sonari,rapti sonari,81.9554,28.0452
7362,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099021,Banke,Dhakeri Branch,2020-12-16,9,rapti sonari,rapti sonari,81.9554,28.0452
7363,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099022,Bardiya,Bholagaudi Branch,2020-12-20,3,badhaiyatal,badhaiyatal,81.48011,28.1851
7364,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099023,Kapilbastu,Shemrahawa Branch,2020-12-30,5,kapilbastu,kapilbastu,83.0476,27.54481
7365,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099024,Kapilbastu,Balapur Branch,2020-12-30,2,shivaraj,shivaraj,82.867259,27.64835
7366,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099025,Dang,Amiliya Branch,2021-01-24,9,lamahi,lamahi,82.52623,27.86831
7367,Microfinance Institutions (Class D),Super Laghubitta Bittiya Sanstha Limited,14099026,Banke,Agaiya Branch,2021-01-24,9,rapti sonari,rapti sonari,81.9554,28.0452
7368,Microfinance Institutions (Class D),Aatmanirbhar Laghubitta Bittiya Sanstha Limited,14091001,Dang,Head office,2019-02-13,15,ghorahi,ghorahi,82.48189,28.03517
7369,Payment Service Provider,IME Digital Solution Limited,17001001,Kathmandu,IME Digital Solution Limited ,2017-06-20,3,kathmandu,kathmandu,85.312068,27.698732
7370,Microfinance Institutions (Class D),NESDO Samriddha Laghubitta Bittiya Sanstha Limited,14090001,Parbat,Head office,2019-03-05,6,kushma,kushma,83.678742,28.220288
7371,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101039,Morang,Aviyan Laghubitta Bittiya Sanstha Limited.branch office Daleli,2021-02-02,2,kanepokhari,kanepokhari,87.50079,26.617564
7372,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101040,Morang,Aviyan Laghubitta Bittiya Sanstha Limited.branch office Sunbarshi,2021-02-02,4,sunwarshi,sunwarshi,87.54856,26.453
7373,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101041,Morang,Aviyan Laghubitta Bittiya Sanstha Limited. Branch Office Aambari,2021-02-02,4,ratuwamai,ratuwamai,87.63694,26.4925
7374,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101042,Jhapa,aviyan laghubitta Bittiya Sanstha Limited-branch office Haldibari,2021-02-03,4,haldibari,haldibari,87.9976079,26.5378341
7375,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101043,Jhapa,Aviyan Laghubitta Bittiya Sanstha Limited.branch office kachankabal,2021-02-03,7,kachanakawal,kachanakawal,88.03307,26.43168
7376,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101044,Sankhuwasabha,Aviyan Laghubitta Bittiya Sanstha Ltd. -Branch office Barhabishe,2021-08-05,6,sabhapokhari,sabhapokhari,87.33301,27.441298
7377,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101045,Jhapa,Aviyan Laghubitta Bittiya Sanstha Ltd-Buddhashanti,2021-09-24,1,buddhashanti,buddhashanti,88.04881,26.71984
7378,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101046,Jhapa,Aviyan Laghubitta Bittiya Sanstha Ltd.-Mahananda chok,2021-09-24,6,arjundhara,arjundhara,87.996765,26.6834038
7379,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101047,Jhapa,Aviyan Laghubitta Bittiya Sanstha Ltd.-Tulshibari,2021-09-24,5,kankai,kankai,87.89037,26.627101
7380,Microfinance Institutions (Class D),Aviyan Laghubitta Bittiya Sanstha Limited,14101048,Jhapa,Aviyan Laghubitta Bittiya Sanstha Ltd.-Kerkha,2021-09-24,4,kamal,kamal,87.76294,26.60502
